Date,Open,High,Low,Close,Volume
2025-03-26,223.50999450683594,225.02000427246094,220.47000122070312,221.52999877929688,34466100
2025-03-27,221.38999938964844,224.99000549316406,220.55999755859375,223.85000610351562,37094800
2025-03-28,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,39818600
2025-03-31,217.00999450683594,225.6199951171875,216.22999572753906,222.1300048828125,65299300
2025-04-01,219.80999755859375,223.67999267578125,218.89999389648438,223.19000244140625,36412700
2025-04-02,221.32000732421875,225.19000244140625,221.02000427246094,223.88999938964844,35905900
2025-04-03,205.5399932861328,207.49000549316406,201.25,203.19000244140625,103419000
2025-04-04,193.88999938964844,199.8800048828125,187.33999633789062,188.3800048828125,125910900
2025-04-07,177.1999969482422,194.14999389648438,174.6199951171875,181.4600067138672,160466300
2025-04-08,186.6999969482422,190.33999633789062,169.2100067138672,172.4199981689453,120859500
2025-04-09,171.9499969482422,200.61000061035156,171.88999938964844,198.85000610351562,184395900
2025-04-10,189.07000732421875,194.77999877929688,183.0,190.4199981689453,121880000
2025-04-11,186.10000610351562,199.5399932861328,186.05999755859375,198.14999389648438,87435900
2025-04-14,211.44000244140625,212.94000244140625,201.16000366210938,202.52000427246094,101352900
2025-04-15,201.86000061035156,203.50999450683594,199.8000030517578,202.13999938964844,51343900
2025-04-16,198.36000061035156,200.6999969482422,192.3699951171875,194.27000427246094,59732400
2025-04-17,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,51334300
2025-04-21,193.27000427246094,193.8000030517578,189.80999755859375,193.16000366210938,46742500
2025-04-22,196.1199951171875,201.58999633789062,195.97000122070312,199.74000549316406,52976400
2025-04-23,206.0,208.0,202.8000030517578,204.60000610351562,52929200
2025-04-24,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,47311000
2025-04-25,206.42999267578125,209.42999267578125,206.1999969482422,209.27999877929688,37905822
